name,path,enabled,plugin_id,family,decision,classification_basis,version_timestamp
expo-ui-jetpack-compose,/Users/newmindsgroup/.codex/skills/expo-ui-jetpack-compose/SKILL.md,False,,UX and UI,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
expo-ui-swift-ui,/Users/newmindsgroup/.codex/skills/expo-ui-swift-ui/SKILL.md,False,,UX and UI,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
faf-expert,/Users/newmindsgroup/.codex/skills/faf-expert/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
faf-wizard,/Users/newmindsgroup/.codex/skills/faf-wizard/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-audio,/Users/newmindsgroup/.codex/skills/fal-audio/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-generate,/Users/newmindsgroup/.codex/skills/fal-generate/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-image-edit,/Users/newmindsgroup/.codex/skills/fal-image-edit/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-platform,/Users/newmindsgroup/.codex/skills/fal-platform/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-upscale,/Users/newmindsgroup/.codex/skills/fal-upscale/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fal-workflow,/Users/newmindsgroup/.codex/skills/fal-workflow/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fastapi-pro,/Users/newmindsgroup/.codex/skills/fastapi-pro/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fastapi-router-py,/Users/newmindsgroup/.codex/skills/fastapi-router-py/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fastapi-templates,/Users/newmindsgroup/.codex/skills/fastapi-templates/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
favicon,/Users/newmindsgroup/.codex/skills/favicon/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
figma-create-design-system-rules,/Users/newmindsgroup/.codex/skills/figma-create-design-system-rules/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
figma-generate-design,/Users/newmindsgroup/.codex/skills/figma-generate-design/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
figma-implement-design,/Users/newmindsgroup/.codex/skills/figma-implement-design/SKILL.md,False,,Brand and design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
figma-use,/Users/newmindsgroup/.codex/skills/figma-use/SKILL.md,False,,Brand and visual design,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
figma:figma-code-connect,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-code-connect/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-create-new-file,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-create-new-file/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-design-to-code,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-design-to-code/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-generate-design,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-design/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-generate-diagram,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-diagram/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-generate-library,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-generate-library/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-implement-motion,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-implement-motion/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-swiftui,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-swiftui/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-use,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-use-figjam,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-figjam/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-use-motion,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-motion/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
figma:figma-use-slides,/Users/newmindsgroup/.codex/plugins/cache/openai-curated-remote/figma/2.0.21/skills/figma-use-slides/SKILL.md,True,figma@openai-curated-remote,Brand and visual design,Unreviewed: no keep verdict yet,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
file-organizer,/Users/newmindsgroup/.codex/skills/file-organizer/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
file-uploads,/Users/newmindsgroup/.codex/skills/file-uploads/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
filesystem-context,/Users/newmindsgroup/.codex/skills/filesystem-context/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
find-bugs,/Users/newmindsgroup/.codex/skills/find-bugs/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
find-skills,/Users/newmindsgroup/.claude/skills/find-skills/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
find-skills,/Users/newmindsgroup/.codex/skills/find-skills/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
finishing-a-development-branch,/Users/newmindsgroup/.codex/skills/finishing-a-development-branch/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
firebase,/Users/newmindsgroup/.codex/skills/firebase/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
firecrawl-scraper,/Users/newmindsgroup/.codex/skills/firecrawl-scraper/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
firmware-analyst,/Users/newmindsgroup/.codex/skills/firmware-analyst/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fitness-analyzer,/Users/newmindsgroup/.codex/skills/fitness-analyzer/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fix-review,/Users/newmindsgroup/.codex/skills/fix-review/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fixing-accessibility,/Users/newmindsgroup/.codex/skills/fixing-accessibility/SKILL.md,False,,UX and UI,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fixing-metadata,/Users/newmindsgroup/.claude/skills/fixing-metadata/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
fixing-metadata,/Users/newmindsgroup/.codex/skills/fixing-metadata/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fixing-motion-performance,/Users/newmindsgroup/.codex/skills/fixing-motion-performance/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
flutter-expert,/Users/newmindsgroup/.codex/skills/flutter-expert/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
form-cro,/Users/newmindsgroup/.codex/skills/form-cro/SKILL.md,True,,Marketing and growth,Retain: provisional daily scope,"Marketing and writing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
fp-async,/Users/newmindsgroup/.codex/skills/fp-async/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-backend,/Users/newmindsgroup/.codex/skills/fp-backend/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-data-transforms,/Users/newmindsgroup/.codex/skills/fp-data-transforms/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-either-ref,/Users/newmindsgroup/.codex/skills/fp-either-ref/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-errors,/Users/newmindsgroup/.codex/skills/fp-errors/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-option-ref,/Users/newmindsgroup/.codex/skills/fp-option-ref/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-pipe-ref,/Users/newmindsgroup/.codex/skills/fp-pipe-ref/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-pragmatic,/Users/newmindsgroup/.codex/skills/fp-pragmatic/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-react,/Users/newmindsgroup/.codex/skills/fp-react/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-refactor,/Users/newmindsgroup/.codex/skills/fp-refactor/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-taskeither-ref,/Users/newmindsgroup/.codex/skills/fp-taskeither-ref/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-ts-errors,/Users/newmindsgroup/.codex/skills/fp-ts-errors/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-ts-pragmatic,/Users/newmindsgroup/.codex/skills/fp-ts-pragmatic/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-ts-react,/Users/newmindsgroup/.codex/skills/fp-ts-react/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
fp-types-ref,/Users/newmindsgroup/.codex/skills/fp-types-ref/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
framework-migration-code-migrate,/Users/newmindsgroup/.codex/skills/framework-migration-code-migrate/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
framework-migration-deps-upgrade,/Users/newmindsgroup/.codex/skills/framework-migration-deps-upgrade/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
framework-migration-legacy-modernize,/Users/newmindsgroup/.codex/skills/framework-migration-legacy-modernize/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
free-tool-strategy,/Users/newmindsgroup/.claude/skills/free-tool-strategy/SKILL.md,False,,Marketing and growth,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
free-tool-strategy,/Users/newmindsgroup/.codex/skills/free-tool-strategy/SKILL.md,False,,Marketing and growth,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
frontend-design,/Users/newmindsgroup/.claude/skills/frontend-design/SKILL.md,True,,Brand and design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
frontend-design,/Users/newmindsgroup/.codex/skills/frontend-design/SKILL.md,True,,Brand and design,Retain: provisional daily scope,"Brand design and UX: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
frontend-dev-guidelines,/Users/newmindsgroup/.codex/skills/frontend-dev-guidelines/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
frontend-developer,/Users/newmindsgroup/.claude/skills/frontend-developer/SKILL.md,False,,Web and app engineering,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
frontend-developer,/Users/newmindsgroup/.codex/skills/frontend-developer/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
frontend-mobile-development-component-scaffold,/Users/newmindsgroup/.codex/skills/frontend-mobile-development-component-scaffold/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
frontend-slides,/Users/newmindsgroup/.codex/skills/frontend-slides/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
frontend-ui-dark-ts,/Users/newmindsgroup/.codex/skills/frontend-ui-dark-ts/SKILL.md,False,,UX and UI,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
full-output-enforcement,/Users/newmindsgroup/.codex/skills/full-output-enforcement/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
full-stack-orchestration-full-stack-feature,/Users/newmindsgroup/.codex/skills/full-stack-orchestration-full-stack-feature/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
game-art,/Users/newmindsgroup/.codex/skills/game-development/game-art/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
game-audio,/Users/newmindsgroup/.codex/skills/game-development/game-audio/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
game-design,/Users/newmindsgroup/.codex/skills/game-development/game-design/SKILL.md,False,,Brand and visual design,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
game-development,/Users/newmindsgroup/.codex/skills/game-development/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
gcp-cloud-run,/Users/newmindsgroup/.codex/skills/gcp-cloud-run/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
gdb-cli,/Users/newmindsgroup/.codex/skills/gdb-cli/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
gdpr-data-handling,/Users/newmindsgroup/.codex/skills/gdpr-data-handling/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Web and app engineering: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
gemini-api-dev,/Users/newmindsgroup/.codex/skills/gemini-api-dev/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
gemini-api-integration,/Users/newmindsgroup/.codex/skills/gemini-api-integration/SKILL.md,False,,Web and app engineering,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
geo-fundamentals,/Users/newmindsgroup/.codex/skills/geo-fundamentals/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
get-api-docs,/Users/newmindsgroup/.codex/skills/get-api-docs/SKILL.md,True,,Web and app engineering,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
gh-fix-ci,/Users/newmindsgroup/.codex/skills/gh-fix-ci/SKILL.md,True,,Unclassified: review required,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
gh-review-requests,/Users/newmindsgroup/.codex/skills/gh-review-requests/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-advanced-workflows,/Users/newmindsgroup/.codex/skills/git-advanced-workflows/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-hooks-automation,/Users/newmindsgroup/.codex/skills/git-hooks-automation/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-pr-workflows-git-workflow,/Users/newmindsgroup/.codex/skills/git-pr-workflows-git-workflow/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-pr-workflows-onboard,/Users/newmindsgroup/.codex/skills/git-pr-workflows-onboard/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-pr-workflows-pr-enhance,/Users/newmindsgroup/.codex/skills/git-pr-workflows-pr-enhance/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
git-pushing,/Users/newmindsgroup/.codex/skills/git-pushing/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
github,/Users/newmindsgroup/.codex/skills/github/SKILL.md,True,,Quality and operations,Retain: provisional daily scope,"Essential operations and routing: provisional daily coverage, not full quality certification",2026-09-15T21:32:35.852770-04:00
github-actions-templates,/Users/newmindsgroup/.codex/skills/github-actions-templates/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
github-issue-creator,/Users/newmindsgroup/.codex/skills/github-issue-creator/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
github-workflow-automation,/Users/newmindsgroup/.codex/skills/github-workflow-automation/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
gitlab-ci-patterns,/Users/newmindsgroup/.codex/skills/gitlab-ci-patterns/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
gitops-workflow,/Users/newmindsgroup/.codex/skills/gitops-workflow/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
global-chat-agent-discovery,/Users/newmindsgroup/.codex/skills/global-chat-agent-discovery/SKILL.md,False,,Quality and operations,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
go-concurrency-patterns,/Users/newmindsgroup/.codex/skills/go-concurrency-patterns/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
go-playwright,/Users/newmindsgroup/.codex/skills/go-playwright/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
go-rod-master,/Users/newmindsgroup/.codex/skills/go-rod-master/SKILL.md,False,,Unclassified: review required,Disabled: outside compact daily scope; recoverable,"Outside compact daily allowlist: specialist, optional or overlapping workflow; restore per project need",2026-09-15T21:32:35.852770-04:00
godot-4-migration,/Users/newmindsgroup/.codex/skills/godot-4-migration/SKILL.md,False,,Unclassified: review required,Disabled: preserve source for rollback or project use,Prior reviewed shortlist when matched; otherwise name-based triage only,2026-09-15T21:32:35.852770-04:00
